county_FIPS,unemployed_num,unemployment_rate
29019,2562,2.6
29021,1610,3.6
29023,838,4.5
29025,180,4.1
29027,749,3.5
29029,906,4.8
29031,1385,3.5
29033,195,4.1
29035,149,5.9
29037,1913,3.5
29039,234,4.1
29041,133,3.5
29043,1343,3.1
29045,180,5.6
29047,4892,3.6
29049,435,4
29051,1143,2.9
29053,272,3.6
29055,500,4.6
29057,122,3.4
29059,328,4.7
29061,136,3.3
29063,191,3.9
29065,259,4.2
29067,235,4.6
29069,809,6.5
29071,1901,3.6
29073,301,3.9
29075,103,2.8
29077,4533,3.1
29079,171,3.6
29081,138,3.5
29083,408,4.1
29085,168,4.5
29087,78,2.9
29089,194,3.8
29091,757,4.8
29093,231,6.4
29095,16017,4.4
29097,1922,3.4
29099,4171,3.6
29101,1025,4.4
29103,64,3.2
29105,790,4.8
29107,642,3.8
29109,634,3.5
29111,175,3.4
29113,984,3.6
29115,307,5.8
29117,220,2.9
29119,380,3.7
29121,275,3.6
29123,247,4.5
29125,169,4.3
29127,522,3.6
29129,73,3.8
29131,535,4.5
29133,304,5
29135,267,3.6
29137,174,4.3
29139,186,3.3
29141,391,4.9
29143,528,6.6
29145,999,3.7
29147,383,3.6
29149,185,4.6
29151,213,3
29153,208,5.8
29155,490,7.5
29157,269,2.7
29159,870,4.2
29161,737,3.7
29163,273,3.4
29165,1843,3.2
29167,568,4
29169,631,4.3
29171,93,3.8
29173,176,3.1
29175,466,4.5
29177,537,4.8
29179,122,3.9
29181,291,5.5
29183,6367,2.9
29185,198,5.1
29186,326,3.6
29187,1172,4.4
29189,18116,3.4
29195,380,3.6
29197,95,4.9
29199,77,3.1
29201,897,4.5
29203,199,6.1
29205,107,3.5
29207,669,5.1
29209,766,5.5
29211,112,4.1
29213,1629,6
29215,466,5
29217,367,3.8
29219,564,3.2
29221,558,5.4
29223,282,5.1
29225,654,3.9
29227,30,2.5
29229,378,5
29510,6869,4.5
30000,21510,4.1
30001,160,3.2
30003,754,13.6
30005,99,4.2
30007,125,4.8
30009,203,3.7
30011,18,2.6
30013,1445,3.8
30015,83,3.3
30017,198,3.2
30019,21,2.3
30021,147,3.1
30023,186,3.6
30025,47,2.7
30027,236,4.1
30029,2505,5.3
30031,1814,2.8
30033,22,2.9
30035,463,8.1
30037,19,5.1
30039,96,5.9
30041,301,3.9
30043,246,4.4
30045,34,3.7
30047,599,4.6
30049,1240,3.5
30051,30,3.1
30053,680,8.6
30055,22,2.2
30057,174,4
30059,41,4.4
30061,129,7.6
30063,2296,3.7
30065,104,4.5
30067,344,4
30069,13,4.5
30071,88,4.6
30073,107,3.9
30075,26,2.6
30077,127,4.4
30079,18,3.7
30081,943,4.8
30083,231,3.9
30085,216,4.7
30087,211,5.2
30089,339,7.1
30091,51,2.7
30093,733,4.3
30095,190,3.9
30097,57,3.2
30099,111,4
30101,66,3.1
30103,13,3.8
30105,139,3.3
30107,35,4.5
30109,16,3.3
30111,2899,3.6
31000,29905,2.9
31001,517,3.1
31003,89,2.5
31005,13,5.9
31007,14,3.6
31009,11,4.2
31011,72,2.5
31013,180,3.3
31015,36,3.3
31017,46,3.3
31019,664,2.4
31021,129,3.7
31023,128,2.8
31025,418,3.2
31027,100,2.2
31029,43,1.9
31031,79,2.3
31033,147,2.9
31035,102,3.1
31037,136,2.4
31039,129,2.7
31041,138,2.2
31043,434,4.1
31045,141,2.7
31047,372,2.9
31049,27,2.6
31051,95,3.1
31053,546,2.8
31055,9310,3.2
31057,28,2.4
31059,78,2.5
31061,44,3
31063,40,2.6
31065,65,2.4
31067,383,3.5
31069,33,2.8
31071,30,2.6
31073,28,2.7
31075,10,2.3
31077,37,3
31079,1088,3.4
31081,118,2.5
31083,45,2.5
31085,14,2.4
31087,43,3.4
31089,141,2.4
31091,15,3.8
31093,102,3.1
31095,102,2.4
31097,70,3.4
31099,83,2.2
31101,139,3
31103,15,2.5
31105,56,2.8
31107,163,3.5
31109,4543,2.7
31111,564,3
31113,13,2.8
31115,12,3
31117,10,2.2
31119,507,2.6
31121,113,2.8
31123,77,2.9
31125,50,2.5
31127,141,3.9
31129,63,2.7
31131,273,3.3
31133,46,3.1
31135,35,1.9
31137,114,2.3
31139,112,2.7
31141,497,2.9
31143,69,2.4
31145,149,2.5
31147,137,3.2
31149,23,2.5
31151,229,3.1
31153,2612,2.8
31155,305,2.8
31157,633,3.4
31159,232,2.7
31161,72,2.6
31163,49,2.9
31165,22,2.9
31167,99,2.8
31169,64,2.2
31171,14,3.2
31173,150,5
31175,56,2.6
31177,347,3.1
31179,136,2.4
31181,49,2.9
31183,13,2.2
31185,188,2.6
32000,72925,5
32001,470,4.5
32003,55768,5.2
32005,1079,4.8
32007,987,3.7
32009,20,4.1
32011,31,3
32013,342,4.3
32015,141,4.5
32017,96,4.8
32019,1301,6
32021,108,5.5
32023,1035,6.4
32027,116,4.6
32029,96,5
32031,9884,4.2
32033,181,4.1
32510,1272,5
33000,21171,2.8
33001,859,2.8
33003,655,2.8
33005,1107,2.7
33007,518,3.6
33009,1126,2.3
33011,6955,3
33013,2025,2.5
33015,5571,3
33017,1815,2.5
33019,538,2.3
34000,202032,4.5
34001,8411,7.1
34003,18142,3.8
34005,9232,4
34007,12622,5
34009,4174,9
34011,4459,6.8
34013,20370,5.5
34015,6890,4.6
34017,15363,4.2
34019,2203,3.4
34021,7896,4
34023,17486,4
34025,13121,4
34027,9097,3.5
34029,12637,4.7
34031,13549,5.6
34033,1762,6
34035,6350,3.7
34037,3176,4.3
34039,12810,4.6
34041,2282,4.1
35000,57521,6.1
35001,17920,5.4
35003,81,6.9
35005,1762,6.4
35006,704,7.7
35007,340,5.9
35009,1065,4.7
35011,39,4.6
35013,6492,6.7
35015,1520,5.2
35017,742,6
35019,107,6.5
35021,17,6
35023,109,5.1
35025,1818,6.5
35027,479,5.5
35028,350,3.8
35029,1477,13.9
35031,2087,8.5
35033,175,7.9
35035,1519,6
35037,199,6.1
35039,1070,6.3
35041,415,5.1
35043,3965,6.1
35045,4057,7.5
35047,812,7.3
35049,3724,5
35051,324,7.7
35053,421,6.3
35055,1188,7.8
35057,477,8.5
35059,72,3.7
35061,1997,6.6
36000,442918,4.6
36001,6651,4.2
36003,1297,6.6
36005,37364,6.2
36007,4682,5.5
36009,2115,6.2
36011,1793,5
36013,3305,6
36015,1957,5.5
36017,1188,5.3
36019,1895,5.2
36021,1173,3.8
36023,1321,5.8
36025,1043,5.5
36027,6109,4.3
36029,22802,5.1
36031,935,5.5
36033,1189,6
36035,1328,5.7
36037,1404,4.8
36039,1063,5.2
36041,171,7.4
36043,1589,5.7
36045,2914,6.5
36047,55912,4.6
36049,766,6.6
36051,1534,5
36053,1777,5.5
36055,17742,4.9
36057,1281,5.7
36059,28652,4.1
36061,36791,4
36063,6125,6.2
36065,5060,5
36067,10220,4.7
36069,2447,4.5
36071,8163,4.5
36073,1028,5.9
36075,3393,6.4
36077,1397,5
36079,2125,4.2
36081,45819,3.9
36083,3575,4.4
36085,10085,4.6
36087,6623,4.3
36089,2876,6.6
36091,4674,4
36093,3381,4.5
36095,799,5.5
36097,474,5.8
36099,728,4.5
36101,2431,5.7
36103,34578,4.5
36105,1672,4.9
36107,1162,5.1
36109,2153,4.3
36111,3984,4.5
36113,1672,5.3
36115,1300,4.6
36117,2158,4.9
36119,21571,4.5
36121,1002,5.6
36123,507,4.4
37000,222948,4.5
37001,3403,4.3
37003,655,3.6
37005,221,5.1
37007,544,5.2
37009,521,4.1
37011,327,4.3
37013,1011,5.1
37015,478,5.9
37017,842,5.8
37019,2909,5.7
37021,4714,3.5
37023,1699,4.2
37025,4345,4.2
37027,1629,4.5
37029,206,4.4
37031,1418,4.4
37033,461,4.7
37035,3270,4.2
37037,1326,3.9
37039,557,5
37041,297,5.3
37043,197,5
37045,2199,4.6
37047,1219,5.5
37049,1939,4.7
37051,7344,5.8
37053,591,4.4
37055,1183,5.9
37057,3422,4.3
37059,812,4
37061,1239,4.9
37063,6698,4.1
37065,1691,7.7
37067,8084,4.4
37069,1407,4.7
37071,4988,4.6
37073,234,4.4
37075,213,6.8
37077,1147,3.8
37079,424,4.4
37081,12425,4.8
37083,1499,7.3
37085,2688,5.1
37087,1166,4
37089,2040,3.8
37091,529,5.8
37093,1150,5.8
37095,176,8.4
37097,3679,4.3
37099,912,4.8
37101,3923,4.2
37103,196,4.5
37105,1361,5.1
37107,1249,4.5
37109,1691,4
37111,851,4.1
37113,708,4.7
37115,425,4.3
37117,539,5.6
37119,25890,4.3
37121,317,5.2
37123,535,4.6
37125,1787,4.5
37127,2633,6
37129,4933,4.1
37131,483,6.2
37133,3390,5.3
37135,2900,3.8
37137,249,4.6
37139,961,5.5
37141,1295,4.6
37143,290,5.7
37145,841,4.7
37147,4353,4.9
37149,371,4.2
37151,2917,4.4
37153,1006,6
37155,3271,6.5
37157,2107,5.2
37159,3048,4.7
37161,1493,6.1
37163,1400,4.8
37165,884,7.7
37167,1229,4.1
37169,918,4.2
37171,1403,4.2
37173,347,5.1
37175,613,4.3
37177,114,7.6
37179,4779,4
37181,1112,6.2
37183,22425,3.9
37185,467,6.9
37187,315,6.6
37189,1162,4.1
37191,2690,5
37193,1318,4.3
37195,2602,7.2
37197,698,4
37199,339,4.6
38000,10965,2.7
38001,28,2.5
38003,153,2.8
38005,87,3.6
38007,14,3.2
38009,104,3.3
38011,31,1.8
38013,34,3.1
38015,1248,2.5
38017,2182,2.1
38019,55,2.7
38021,44,1.8
38023,26,1.6
38025,69,2.2
38027,61,4.8
38029,63,4.1
38031,41,2.5
38033,20,2.1
38035,871,2.2
38037,38,3
38039,33,2.9
38041,29,2
38043,49,3.6
38045,44,1.9
38047,25,2.6
38049,142,4.3
38051,32,2.6
38053,206,2.5
38055,160,3.2
38057,181,4.1
38059,520,3.1
38061,146,2.1
38063,47,3.2
38065,38,4.2
38067,149,4.2
38069,61,3.2
38071,160,2.7
38073,55,2
38075,33,2.6
38077,213,2.4
38079,507,10.5
38081,49,2.1
38083,33,4.5
38085,49,3.8
38087,9,2.1
38089,493,2.7
38091,18,1.7
38093,262,2.4
38095,32,2.6
38097,114,2.5
38099,190,3.4
38101,1072,3.3
38103,70,3.3
38105,579,2.5
39000,288370,5
39001,784,7.2
39003,2429,5
39005,1294,4.9
39007,2610,5.9
39009,1720,6
39011,914,3.7
39013,1928,6.3
39015,1118,5.7
39017,8552,4.4
39019,777,5.8
39021,822,4.1
39023,3095,4.8
39025,4630,4.4
39027,957,5.5
39029,2846,5.9
39031,1001,6.8
39033,1084,5.7
39035,35425,5.7
39037,1106,4.2
39039,896,4.9
39041,3816,3.5
39043,2339,6.1
39045,3305,4.3
39047,610,4.2
39049,27775,4.1
39051,1105,4.9
39053,814,6.6
39055,2314,4.7
39057,3520,4.3
39059,1144,6
39061,18023,4.4
39063,1507,3.6
39065,711,4.9
39067,427,6
39069,702,5.2
39071,1022,5.9
39073,712,5.4
39075,738,3.5
39077,1808,6.4
39079,921,7.1
39081,2049,7.3
39083,1411,4.5
39085,6390,5.1
39087,1430,5.9
39089,3763,4.2
39091,961,4.1
39093,9325,6.1
39095,12399,5.9
39097,802,3.9
39099,7239,6.9
39101,1420,5
39103,4512,4.6
39105,732,8.1
39107,722,3.1
39109,2275,4.2
39111,434,8.4
39113,12312,4.9
39115,455,6.8
39117,830,4.9
39119,2259,5.7
39121,344,7.2
39123,1429,6.7
39125,393,4.4
39127,964,6
39129,1227,4.7
39131,759,7
39133,4412,5
39135,946,4.4
39137,671,3.5
39139,2907,5.4
39141,1755,5.1
39143,1485,4.7
39145,2094,7
39147,1299,4.7
39149,995,4.1
39151,9766,5.2
39153,13877,5.1
39155,6421,7.2
39157,2281,5
39159,1062,3.7
39161,569,3.9
39163,375,6.8
39165,4797,4.1
39167,1708,6.2
39169,2411,3.9
39171,833,4.4
39173,3110,4.4
39175,468,3.7
40000,73753,4
40001,386,4.7
40003,74,2.5
40005,260,5
40007,74,2.4
40009,413,3.7
40011,122,2.6
40013,740,3.6
40015,516,4.2
40017,2364,3.3
40019,959,4.3
40021,976,5.1
40023,333,5.8
40025,32,2.3
40027,4644,3.3
40029,115,5.1
40031,2038,4.2
40033,107,3.8
40035,251,4.1
40037,1487,4.7
40039,471,3.1
40041,772,4.2
40043,69,2.7
40045,67,3
40047,1015,3.7
40049,498,3.9
40051,998,3.8
40053,70,2.4
40055,102,5
40057,46,3.6
40059,54,2.9
40061,272,6.2
40063,285,5.3
40065,388,3.6
40067,131,5.3
40069,189,3.8
40071,983,5.1
40073,228,2.6
40075,195,5
40077,240,7.1
40079,1059,5.5
40081,650,4.1
40083,755,3.5
40085,185,2.8
40087,642,3.3
40089,877,6
40091,506,7.3
40093,120,3
40095,290,4.4
40097,861,4.5
40099,225,3.5
40101,1422,4.8
40103,179,3.1
40105,236,5.1
40107,254,5.7
40109,14285,3.8
40111,949,6
40113,1013,4.9
40115,595,4.1
40117,374,5.1
40119,1311,3.4
40121,884,5
40123,662,3.6
40125,1289,3.9
40127,277,5.9
40129,58,3.1
40131,1858,4.2
40133,508,5.4
40135,858,5.2
40137,1063,5.9
40139,276,2.9
40141,131,4
40143,12901,4
40145,1532,4.1
40147,991,4.3
40149,224,4.2
40151,121,2.5
40153,369,3.9
41000,84426,4.1
41001,375,5.4
41003,1537,3.2
41005,7944,3.7
41007,775,4
41009,1223,5.1
41011,1426,5.4
41013,585,6.2
41015,533,6
41017,3876,4.2
41019,2423,5.3
41021,36,4.2
41023,211,6.8
41025,209,6.2
41027,504,3.5
41029,4795,4.7
41031,548,5.5
41033,1847,5.3
41035,1712,5.8
41037,196,5.6
41039,7911,4.4
41041,988,4.7
41043,2691,4.7
41045,571,4.6
41047,6803,4.3
41049,249,4.3
41051,16156,3.6
41053,1674,4.3
41055,42,4.7
41057,490,4.2
41059,1735,4.7
41061,617,5.2
41063,183,5.5
41065,563,4.1
41067,10984,3.4
41069,28,3.8
41071,1990,3.7
42000,320134,5
42001,2062,3.7
42003,31081,4.8
42005,2023,6.3
42007,4756,5.6
42009,1247,5.3
42011,9938,4.7
42013,2947,4.9
42015,1528,5.2
42017,14687,4.3
42019,4577,4.6
42021,3653,6.1
42023,153,7
42025,1778,5.6
42027,2964,3.8
42029,10265,3.7
42031,1014,5.7
42033,2154,6
42035,1141,6.2
42037,1774,5.3
42039,2199,5.6
42041,5039,3.9
42043,6519,4.6
42045,13554,4.6
42047,785,4.9
42049,7640,5.8
42051,4038,7
42053,124,6.8
42055,3459,4.5
42057,374,5.2
42059,1005,6
42061,1202,6.1
42063,2321,5.9
42065,1162,5.7
42067,577,4.7
42069,5527,5.2
42071,10893,3.9
42073,2498,6.2
42075,2969,4.2
42077,9660,5.1
42079,9478,6
42081,3282,5.7
42083,1125,6.2
42085,2810,5.5
42087,1116,5.4
42089,4896,6
42091,17574,3.9
42093,356,3.9
42095,7902,5
42097,2510,5.8
42099,1056,4.4
42101,44744,6.3
42103,1491,6
42105,480,6.6
42107,3930,5.9
42109,927,4.5
42111,2065,6.1
42113,163,6.1
42115,989,4.8
42117,1157,6.1
42119,871,4.4
42121,1421,6.2
42123,1034,5.4
42125,5649,5.3
42127,1162,5.2
42129,9506,5.3
42131,741,5.4
42133,10414,4.4
44000,25038,4.5
44001,1012,3.9
44003,3744,4.1
44005,1758,3.9
44007,15727,4.8
44009,2798,4
45000,96477,4.2
45001,448,4.5
45003,2967,4
45005,182,6.8
45007,3430,3.9
45009,375,7.3
45011,472,5.9
45013,2958,4
45015,3729,3.8
45017,344,5.1
45019,6972,3.4
45021,1155,4.9
45023,796,6
45025,908,4.2
45027,722,5.9
45029,779,4.7
45031,1538,5.2
45033,696,5.6
45035,2795,3.8
45037,472,4.5
45039,714,7.2
45041,2893,4.4
45043,1359,5.5
45045,8878,3.6
45047,1357,4.4
45049,353,4.4
45051,7050,4.9
45053,435,3.6
45055,1285,4.4
45057,1792,4.6
45059,1280,4.3
45061,373,5.9
45063,5225,3.5
45065,149,4.4
45067,900,7.3
45069,585,6.4
45071,751,4.1
45073,1457,4.3
45075,2424,7
45077,2269,4.1
45079,8281,4.2
45081,340,3.9
45083,5758,4
45085,2240,5.1
45087,608,5.3
45089,755,6.3
45091,5230,3.9
46000,14170,3.1
46003,41,2.7
46005,251,2.7
46007,46,4.1
46009,81,2.8
46011,555,2.9
46013,589,2.8
46015,70,2.8
46017,50,7.1
46019,168,3.3
46021,27,3.2
46023,134,3.4
46025,82,4.3
46027,219,3.1
46029,479,3.1
46031,56,3.9
46033,163,4
46035,300,2.7
46037,108,3.8
46039,101,4.6
46041,214,9.5
46043,45,2.8
46045,56,2.6
46047,113,3.8
46049,32,2.9
46051,148,3.3
46053,68,3.3
46055,29,2.6
46057,108,3.4
46059,42,2.3
46061,68,3.8
46063,20,2.8
46065,260,2.6
46067,104,2.9
46069,20,2.9
46071,71,5.4
46073,26,2.3
46075,15,2.7
46077,80,3
46079,235,3.6
46081,402,3.1
46083,767,2.3
46085,82,4.7
46087,81,2.6
46089,34,3.2
46091,102,4.2
46093,449,3.2
46095,35,4.6
46097,33,2.8
46099,2920,2.7
46101,139,3.5
46102,395,10.9
46103,1771,3.2
46105,43,2.7
46107,35,3.1
46109,219,4.5
46111,39,3.3
46115,104,3.2
46117,59,3.2
46119,25,3
46121,196,6.2
46123,81,2.7
46125,142,3
46127,274,3.4
46129,108,4.8
46135,318,2.7
46137,47,5
47000,118881,3.7
47001,1329,3.9
47003,806,3.9
47005,361,5.4
47007,251,5.9
47009,2162,3.5
47011,1842,3.6
47013,758,5.2
47015,219,3.5
47017,612,5.1
47019,1083,4.5
47021,636,3.1
47023,330,4
47025,598,4.7
47027,155,5.1
47029,764,5.2
47031,910,3.7
47033,287,4.1
47035,1086,4.7
47037,10717,2.8
47039,242,5.2
47041,367,4.8
47043,853,3.3
47045,777,4.8
47047,741,4
47049,320,4.5
47051,748,3.8
47053,971,4.6
47055,528,3.4
47057,395,4.2
47059,1381,4.6
47061,241,5
47063,1100,4
47065,6422,3.6
47067,118,5.8
47069,478,5.2
47071,489,4.7
47073,1005,4.3
47075,405,5.2
47077,610,5.1
47079,633,4.5
47081,371,3.4
47083,186,5.8
47085,380,4.3
47087,245,5.3
47089,964,4
47091,297,3.9
47093,7511,3.2
47095,103,5.6
47097,541,5.8
47099,779,4.4
47101,225,4.6
47103,530,3.3
47105,831,3.7
47107,989,4.4
47109,480,5.6
47111,366,3.4
47113,1885,3.9
47115,584,4.9
47117,525,3.5
47119,1489,3.2
47121,261,5.2
47123,787,4
47125,3344,4.1
47127,108,3.1
47129,381,4.9
47131,669,5.5
47133,393,4.1
47135,156,4.8
47137,108,4.4
47139,334,4.5
47141,1291,3.8
47143,855,6.5
47145,1008,4.4
47147,1225,3.4
47149,4979,2.9
47151,415,5.1
47153,300,5
47155,2093,4
47157,18939,4.3
47159,319,3.6
47161,278,5.4
47163,2815,4
47165,2855,3
47167,1217,4.4
47169,164,3.5
47171,378,5.4
47173,323,4.4
47175,89,4.3
47177,675,3.9
47179,2238,3.8
47181,321,5.3
47183,764,4.9
47185,472,4
47187,3216,2.7
47189,2101,3
48000,589331,4.3
48001,852,3.7
48003,279,3.1
48005,1876,5.1
48007,708,6.9
48009,140,3.4
48011,24,2.6
48013,897,4.3
48015,612,4.4
48017,115,4.3
48019,354,3.6
48021,1451,3.6
48023,54,3.4
48025,649,6.5
48027,6092,4.3
48029,32927,3.6
48031,173,2.8
48033,12,3.7
48035,329,4
48037,1810,4.6
48039,9254,5.3
48041,3507,3.1
48043,140,3.5
48045,24,4.3
48047,202,8.3
48049,627,3.9
48051,338,4.2
48053,712,3.2
48055,730,3.9
48057,610,5.8
48059,216,3.7
48061,11619,7
48063,286,5.7
48065,98,3.2
48067,731,6
48069,113,3.3
48071,1238,6.5
48073,949,4.6
48075,86,3
48077,174,3.5
48079,52,4.6
48081,52,3.7
48083,138,4.5
48085,18509,3.5
48087,42,3.6
48089,392,4
48091,2328,3.4
48093,197,3.7
48095,51,4.2
48097,683,3.6
48099,1075,4.4
48101,22,4.2
48103,84,5.3
48105,69,4.1
48107,108,4.2
48109,34,3.7
48111,88,2.2
48113,52373,3.9
48115,226,4.9
48117,256,3.1
48119,86,3.4
48121,15830,3.4
48123,423,4.4
48125,33,4.9
48127,330,5.1
48129,55,3.7
48131,371,7.7
48133,342,4.3
48135,3244,4.1
48137,29,3.2
48139,3068,3.5
48141,16472,4.7
48143,711,3.4
48145,283,4.3
48147,536,3.4
48149,404,3.2
48151,61,3.6
48153,148,5.5
48155,21,3.5
48157,17573,4.7
48159,212,4.7
48161,433,6.4
48163,371,4
48165,283,3.1
48167,8571,5.3
48169,71,3.3
48171,343,2.6
48173,19,2.7
48175,162,4.9
48177,329,3.5
48179,435,5.3
48181,2212,3.6
48183,2983,5.2
48185,586,5.4
48187,2633,3.4
48189,645,5.2
48191,70,6.2
48193,144,4
48195,73,2.6
48197,66,4
48199,1562,6.2
48201,115604,5.1
48203,1549,5.3
48205,58,2
48207,118,4.8
48209,3510,3.2
48211,58,2.5
48213,1498,4.2
48215,25757,7.5
48217,640,4
48219,421,3.7
48221,1098,4.2
48223,622,3.6
48225,453,4.4
48227,567,4.3
48229,97,5.8
48231,1661,4
48233,570,6.1
48235,24,3.2
48237,148,3.7
48239,296,4
48241,1009,7.5
48243,34,3.2
48245,7983,7.4
48247,140,7.3
48249,1272,7.6
48251,2981,3.8
48253,303,5.4
48255,226,3.5
48257,2153,3.6
48259,653,3.1
48261,8,3.3
48263,12,2.6
48265,732,3.4
48267,67,3.5
48269,6,3.6
48271,65,5.6
48273,798,6
48275,59,4
48277,1003,4.2
48279,270,5.2
48281,347,3.8
48283,155,3.7
48285,317,3.6
48287,316,3.3
48289,394,6.4
48291,2294,7.2
48293,466,5.6
48295,52,3.2
48297,254,4.7
48299,321,3.8
48301,5,5
48303,4995,3.2
48305,105,3.8
48307,131,3.6
48309,4610,3.9
48311,14,1.9
48313,223,4.8
48315,248,5.7
48317,82,3.2
48319,61,3.4
48321,1240,7.3
48323,2251,9.4
48325,830,3.9
48327,39,4.8
48329,2731,3
48331,512,5.1
48333,68,3.6
48335,137,5.5
48337,366,4
48339,11854,4.4
48341,321,2.9
48343,405,8.7
48345,18,3.6
48347,1221,4.3
48349,903,4
48351,424,8
48353,275,4.1
48355,9151,5.4
48357,165,3.6
48359,23,2.5
48361,2586,7
48363,553,4.1
48365,568,5.5
48367,2204,3.5
48369,122,2.5
48371,294,4.7
48373,1075,6.1
48375,1794,3.2
48377,289,9.5
48379,206,3.6
48381,2013,2.8
48383,69,3.8
48385,60,5.7
48387,274,5.3
48389,251,3.6
48391,182,5.6
48393,17,3.9
48395,354,4.8
48397,1656,3.4
48399,170,3.7
48401,1131,5.1
48403,309,8.6
48405,216,7.5
48407,659,5.7
48409,2361,7.7
48411,78,3.2
48413,50,3.7
48415,304,4.4
48417,56,3
48419,560,5.2
48421,40,3.1
48423,4372,4.1
48425,192,4.6
48427,3093,11.8
48429,183,4.6
48431,22,3.7
48433,22,3.6
48435,77,5.1
48437,111,4.1
48439,38822,3.7
48441,2283,3.6
48443,19,4.8
48445,265,5.1
48447,30,4.3
48449,702,5.4
48451,2001,3.7
48453,21446,3.1
48455,299,5.6
48457,523,7.4
48459,935,5.3
48461,58,3.7
48463,551,4.7
48465,1028,5.1
48467,960,3.8
48469,2089,4.9
48471,1105,4.7
48473,1103,4.9
48475,227,4.1
48477,631,4.2
48479,4879,4.2
48481,954,4.5
48483,94,4
48485,2083,3.7
48487,233,4.7
48489,702,11.1
48491,9566,3.3
48493,850,3.5
48495,168,5.2
48497,1217,4
48499,817,4.7
48501,136,3.6
48503,306,3.8
48505,404,7.5
48507,420,11.3
49000,48584,3.1
49001,119,3.9
49003,799,3.2
49005,1674,2.7
49007,404,4.9
49009,21,4.9
49011,4999,3
49013,440,5.5
49015,207,5
49017,211,7.3
49019,305,5.1
49021,895,4
49023,176,3.3
49025,124,3.3
49027,203,3.2
49029,148,2.7
49031,23,4.8
49033,36,3.2
49035,18415,3
49037,385,6.8
49039,456,3.8
49041,363,3.7
49043,728,3
49045,1122,3.5
49047,798,5.8
49049,8218,2.8
49051,468,3.2
49053,2382,3.4
49055,104,7.1
49057,4361,3.5
50000,10469,3
50001,590,2.8
50003,671,3.7
50005,548,3.7
50007,2204,2.3
50009,126,4.7
50011,848,3.1
50013,143,3.5
50015,567,4
50017,493,3.1
50019,703,5.1
50021,1097,3.5
50023,1016,3
50025,711,3.1
50027,752,2.6
51000,159103,3.7
51001,751,4.5
51003,1815,3.3
51005,320,4.5
51007,247,4
51009,612,4.1
51011,307,4.3
51013,3713,2.5
51015,1245,3.4
51017,77,3
51019,1467,3.8
51021,118,4.1
51023,605,3.5
51025,324,5.3
51027,492,7
51029,338,5.3
51031,1075,4.1
51033,642,4.3
51035,595,4.4
51036,175,4.7
51037,242,4.5
51041,6590,3.6
51043,254,3.4
51045,99,4.3
51047,861,3.6
51049,194,4.1
51051,312,6.7
51053,599,4.4
51057,268,4.8
51059,18889,3
51061,1173,3.2
51063,295,3.6
51065,407,3
51067,1023,3.9
51069,1472,3.2
51071,367,4.6
51073,637,3.3
51075,377,3.5
51077,302,3.9
51079,307,3
51081,191,4.3
51083,757,4.8
51085,1921,3.3
51087,6559,3.6
51089,1098,4.6
51091,42,3.2
51093,729,3.8
51095,1255,3.5
51097,132,3.5
51099,483,3.7
51101,305,3.4
51103,277,5.2
51105,440,5.1
51107,6468,3
51109,664,3.4
51111,221,4.1
51113,212,2.9
51115,152,3.7
51117,620,4.8
51119,172,3.2
51121,1858,3.7
51125,254,3.5
51127,380,3.2
51131,308,5.6
51133,289,5.2
51135,270,3.8
51137,633,3.7
51139,605,5.1
51141,325,4.2
51143,1310,4.3
51145,454,3.3
51147,493,4.8
51149,662,4.4
51153,8112,3.4
51155,859,5.3
51157,127,3.5
51159,146,3.6
51161,1659,3.4
51163,435,4.1
51165,1313,3.2
51167,593,5.2
51169,375,4
51171,728,3.3
51173,689,4.9
51175,324,3.6
51177,2430,3.7
51179,2496,3.6
51181,164,4.4
51183,226,5.9
51185,908,5.6
51187,734,3.7
51191,1098,4.1
51193,416,4.4
51195,859,6.3
51197,702,5
51199,1137,3.5
51510,2821,2.8
51520,330,4.5
51530,141,4.2
51540,791,3.1
51550,4549,3.7
51570,352,4
51580,147,6
51590,1122,5.6
51595,124,5.2
51600,371,2.8
51610,219,2.6
51620,188,5.2
51630,592,4.3
51640,125,4.1
51650,3238,5
51660,1087,4.4
51670,595,6.1
51678,128,6
51680,1764,4.9
51683,727,3.3
51685,296,3.3
51690,345,6.2
51700,4080,4.6
51710,5109,4.6
51720,89,5.2
51730,957,7.2
51735,212,3.4
51740,2363,5.3
51750,409,4.9
51760,5008,4.3
51770,2023,4.1
51775,484,3.7
51790,423,3.5
51800,1785,4
51810,8175,3.5
51820,415,4
51830,348,5.1
51840,525,3.6
53000,172058,4.6
53001,500,5.6
53003,423,4.1
53005,5257,5.4
53007,2105,4.8
53009,1857,6.7
53011,11369,5
53013,98,5.5
53015,2729,6
53017,1172,5.6
53019,272,10.8
53021,2537,6.2
53023,47,5.2
53025,2773,6.1
53027,1933,6.9
53029,1732,5.1
53031,715,6
53033,43557,3.5
53035,5769,4.8
53037,1163,5.2
53039,578,5.8
53041,2151,6.5
53043,241,4.9
53045,1537,6.5
53047,1397,6.7
53049,579,6.9
53051,344,7.3
53053,21929,5.3
53055,318,3.9
53057,3193,5.4
53059,317,6
53061,16603,3.9
53063,12696,5.3
53065,1291,7.1
53067,6563,4.9
53069,93,7.1
53071,1406,4.9
53073,5400,4.9
53075,1004,4.3
53077,8412,6.7
54000,41035,5.2
54001,401,5.9
54003,2068,3.7
54005,489,6.4
54007,398,7.5
