1000,"802,263"
1001,"7,390"
1003,"21,199"
1005,"7,414"
1007,"4,137"
1009,"7,343"
1011,"2,956"
1013,"4,154"
1015,"19,832"
1017,"6,036"
1019,"4,381"
1021,"7,303"
1023,"3,031"
1025,"5,541"
1027,"2,363"
1029,"2,365"
1031,"7,954"
1033,"8,324"
1035,"2,939"
1037,"1,823"
1039,"6,447"
1041,"2,722"
1043,"11,256"
1045,"8,528"
1047,"10,796"
1049,"13,785"
1051,"9,151"
1053,"7,971"
1055,"18,257"
1057,"3,146"
1059,"6,394"
1061,"5,659"
1063,"2,752"
1065,"3,654"
1067,"2,882"
1069,"17,095"
1071,"8,539"
1073,"107,752"
1075,"2,570"
1077,"12,395"
1079,"5,494"
1081,"27,901"
1083,"10,830"
1085,"2,585"
1087,"5,213"
1089,"44,979"
1091,"4,356"
1093,"5,582"
1095,"18,873"
1097,"80,116"
1099,"5,018"
1101,"46,315"
1103,"17,301"
1105,"3,180"
1107,"4,093"
1109,"8,611"
1111,"3,771"
1113,"13,078"
1115,"11,644"
1117,"15,585"
1119,"4,238"
1121,"14,062"
1123,"7,311"
1125,"31,238"
1127,"10,975"
1129,"3,303"
1131,"3,392"
1133,"4,980"
2000,"79,428"
2013,491
2016,451
2020,"27,663"
2050,"5,077"
2060,92
2068,158
2070,"1,015"
2090,"7,051"
2100,288
2105,376
2110,"2,596"
2122,"5,840"
2130,"1,341"
2150,991
2158,"3,050"
2164,253
2170,"11,768"
2180,"2,248"
2185,"1,182"
2188,"1,974"
2195,240
2198,"1,183"
2220,694
2230,50
2240,872
2261,845
2275,310
2282,92
2290,"1,237"
4000,"1,023,337"
4001,"23,426"
4003,"19,219"
4005,"23,946"
4007,"12,661"
4009,"7,213"
4011,948
4012,"4,263"
4013,"570,402"
4015,"34,891"
4017,"28,216"
4019,"165,811"
4021,"52,566"
4023,"10,858"
4025,"31,166"
4027,"37,751"
5000,"475,883"
5001,"3,515"
5003,"3,980"
5005,"5,650"
5007,"24,110"
5009,"5,495"
5011,"2,237"
5013,772
5015,"4,523"
5017,"2,974"
5019,"4,142"
5021,"2,673"
5023,"3,852"
5025,"1,167"
5027,"5,512"
5029,"3,543"
5031,"15,354"
5033,"10,896"
5035,"10,070"
5037,"3,047"
5039,"1,464"
5041,"3,388"
5043,"3,553"
5045,"15,941"
5047,"3,165"
5049,"2,442"
5051,"15,384"
5053,"2,185"
5055,"6,559"
5057,"5,208"
5059,"5,225"
5061,"2,535"
5063,"5,799"
5065,"2,444"
5067,"3,292"
5069,"14,957"
5071,"4,758"
5073,"1,622"
5075,"2,682"
5077,"2,760"
5079,"2,302"
5081,"2,076"
5083,"4,340"
5085,"8,011"
5087,"2,755"
5089,"2,965"
5091,"8,005"
5093,"10,018"
5095,"1,906"
5097,"1,856"
5099,"1,594"
5101,"1,534"
5103,"4,665"
5105,"1,549"
5107,"7,288"
5109,"1,940"
5111,"5,000"
5113,"4,645"
5115,"10,036"
5117,"1,306"
5119,"57,780"
5121,"3,331"
5123,"7,357"
5125,"9,335"
5127,"2,123"
5129,"1,695"
5131,"23,469"
5133,"3,286"
5135,"4,098"
5137,"2,617"
5139,"6,801"
5141,"3,214"
5143,"30,938"
5145,"11,477"
5147,"1,726"
5149,"3,969"
6000,"5,164,169"
6001,"152,087"
6003,202
6005,"3,762"
6007,"40,728"
6009,"5,904"
6011,"2,633"
6013,"103,883"
6015,"6,113"
6017,"15,620"
6019,"205,046"
6021,"4,111"
6023,"26,262"
6025,"35,830"
6027,"2,087"
6029,"182,948"
6031,"24,810"
6033,"12,817"
6035,"3,790"
6037,"1,490,853"
6039,"31,569"
6041,"20,222"
6043,"2,641"
6045,"14,156"
6047,"61,297"
6049,"1,658"
6051,"1,313"
6053,"49,860"
6055,"9,301"
6057,"10,889"
6059,"362,109"
6061,"29,873"
6063,"2,640"
6065,"309,235"
6067,"213,232"
6069,"5,029"
6071,"339,748"
6073,"385,479"
6075,"87,314"
6077,"113,375"
6079,"31,826"
6081,"48,795"
6083,"60,921"
6085,"142,603"
6087,"33,262"
6089,"30,155"
6091,404
6093,"7,679"
6095,"43,352"
6097,"46,165"
6099,"75,614"
6101,"12,628"
6103,"12,718"
6105,"2,529"
6107,"110,299"
6109,"6,205"
6111,"80,217"
6113,"36,761"
6115,"11,609"
8000,"566,118"
8001,"52,536"
8003,"3,251"
8005,"49,795"
8007,"1,549"
8009,684
8011,"1,285"
8013,"39,084"
8014,"3,092"
8015,"2,073"
8017,244
8019,735
8021,"1,727"
8023,"1,028"
8025,"1,400"
8027,621
8029,"4,982"
8031,"86,353"
8033,263
8035,"10,574"
8037,"4,079"
8039,"1,257"
8041,"73,008"
8043,"6,467"
8045,"4,429"
8047,413
8049,"1,332"
8051,"2,349"
8053,67
8055,"1,352"
8057,189
8059,"42,729"
8061,190
8063,823
8065,933
8067,"4,961"
8069,"36,954"
8071,"3,180"
8073,806
8075,"2,932"
8077,"21,957"
8079,65
8081,"1,428"
8083,"3,944"
8085,"5,312"
8087,"3,127"
8089,"4,197"
8091,368
8093,"1,526"
8095,460
8097,"1,048"
8099,"2,128"
8101,"29,408"
8103,579
8105,"2,041"
8107,"1,709"
8109,"1,608"
8111,97
8113,614
8115,358
8117,"2,209"
8119,"2,151"
8121,613
8123,"28,171"
8125,"1,276"
9000,"338,651"
9001,"82,428"
9003,"96,200"
9005,"12,481"
9007,"10,796"
9009,"91,639"
9011,"22,246"
9013,"10,043"
9015,"12,818"
10000,"121,592"
10001,"22,671"
10003,"72,551"
10005,"26,370"
11000,"109,502"
11001,"109,502"
12000,"2,901,876"
12001,"53,816"
12003,"3,900"
12005,"26,663"
12007,"4,533"
12009,"72,303"
12011,"252,288"
12013,"2,650"
12015,"19,300"
12017,"20,654"
12019,"20,889"
12021,"43,075"
12023,"10,720"
